,Title,City,Salary,Rating,Company
741,"Data Scientist, Customer Intelligence - Opportunity for Working Remotely Dallas, TX","Dallas, TX",$86K - $157K ,4.3,VMware
742,Data Scientist,"New York, NY",$93K - $173K ,3.8,"JPMorgan Chase Bank, N.A."
743,Data Scientist,"Boston, MANewEasy Apply1d",NaN,4,CyberCoders
744,Data Scientist,"Atlanta, GA",$102K - $116K ,3.8,General Dynamics Information Technology
745,Data Scientist - Top Secret Agile,"Reston, VAEasy Apply2d",NaN,NaN,AVTC Group
746,"Director, Applied Statistical Data Sciences | Economic Consulting","New York, NY",$106K - $179K ,4,"FTI Consulting, Inc."
747,Data Engineer,"Charlotte, NC4d",NaN,2.5,AccruePartners
748,Lead Clinical Laboratory Scientist,"Newport Beach, CA",$56K - $100K ,2.1,"HRC Fertility Management, LLC"
749,Affordability Analyst/Data Scientist,"Laurel, MD",$100K - $160K ,4.7,Johns Hopkins Applied Physics Laboratory (APL)
750,Data Scientist,"Fort Worth, TX",$103K - $117K ,4.1,Bell Textron Inc.
751,Senior Data Analyst,"Greenwich, CT",$62K - $105K ,3.5,WINFertility
752,Chief Research Scientist- Wireless,"Red Bank, NJ22d",NaN,3.5,Perspecta
753,"Senior, Data Scientist","New York, NY",$95K - $177K ,3.4,Macy’s
754,Data Scientist,"Chicago, IL",$76K - $126K ,4,Hitachi Solutions
755,Data Scientist,Remote.css-65p68w{line-height:20px !important;}.css-r3emcz{background:transparent;color:#505863;font-size:12px;font-weight:700;line-height:20px;padding:0;}Easy Apply5d,NaN,3.6,Samsara
756,Data Scientist,"Annapolis Junction, MD",$73K - $126K ,4.6,Entegra Systems
757,Research Fellow - Data Science,"Rochester, MN",$48K - $91K ,4.2,Mayo Clinic
758,Data Scientist,"Washington, DC",$70K - $123K ,3.7,QVine Corporation
759,Data Scientist,CaliforniaNewEasy Apply24h,NaN,NaN,Doorstead
760,Data Scientist,"Plano, TX",$68K - $130K ,3.7,Cognizant Technology Solutions
761,Data Scientist,Remote15d,NaN,3.8,O'Reilly Media
762,Data Scientist,"San Jose, CAEasy Apply25d",NaN,4.8,Riderflex
763,Data Scientist,"Germantown, MD",$70K - $128K ,3.6,DataLab USA
764,Data Scientist,"San Francisco, CA",$130K - $150K ,4.7,Angaza
765,Data Scientist,"Palo Alto, CAHot25d",NaN,5,ScaleMonk
766,Data Scientist,"Kansas City, MO",$72K - $135K ,4.8,Generation Esports
767,Data Scientist,RemoteHot11d,NaN,5,JupiterOne
768,Data Scientist,RemoteNew1d,NaN,4.8,Clipboard Health
769,Data Scientist,"Dallas, TX",$67K - $119K ,3.8,Havas
770,Data Scientist,"Reston, VA",$67K - $125K ,3.6,MetroStar
771,Data Scientist,"Redwood City, CA",$101K - $121K ,4.2,Exact Sciences Corporation
772,"Business Intelligence Analyst - Richmond, VA","Richmond, VA",$47K - $86K ,3.5,Lansing Building Products
773,Data Scientist,"Madison, WI",$60K - $110K ,NaN,"The Cadmus Group, Inc."
774,Data Scientist,"Piscataway, NJHiring Surge21d",NaN,4.3,Scalable Systems
775,Data Scientist,"Arlington, VA",$68K - $114K ,3.9,Grant Thornton
776,Data Scientist,"Saint Louis, MO",$72K - $116K ,4.3,Nestle Purina PetCare Company
777,Data Scientist,"Norfolk, VA",$134K - $164K ,4.2,ManTech International Corporation
778,Data Scientist,RemoteEasy Apply5d,NaN,2.8,Syntellis Performance Solutions
779,Data Scientist,"Herndon, VA",$80K - $121K ,NaN,Cognowiz Solutions
780,Staff Data Scientist,"San Diego, CA",$104K - $175K ,4.4,Intuit
781,Data Scientist,Remote24h,NaN,4.7,International WELL Building Institute
782,Data Scientist,"Denver, CO",$69K - $118K ,3.6,Wunderman Thompson
783,Data Scientist,"Palo Alto, CA.css-1831hoy{color:#ea7600;text-align:right;line-height:20px !important;}.css-jcbnij{color:#ea7600;text-align:right;line-height:20px !important;font-size:12px !important;font-weight:bold !important;}Hot25d",NaN,5,ScaleMonk
784,Data Scientist,RemoteHot11d,NaN,5,JupiterOne
785,Data Scientist,RemoteNew1d,NaN,4.8,Clipboard Health
786,Data Scientist,"Reston, VA",$67K - $125K ,3.6,MetroStar
787,Data Scientist,"Dallas, TX",$67K - $119K ,3.8,Havas
788,Data Scientist,CaliforniaNewEasy Apply24h,NaN,NaN,Doorstead
789,"Business Intelligence Analyst - Richmond, VA","Richmond, VA",$47K - $86K ,3.5,Lansing Building Products
790,Data Scientist,"Redwood City, CA",$101K - $121K ,4.2,Exact Sciences Corporation
791,Data Scientist,"Menlo Park, CA",$89K - $143K ,3.7,Exponent
792,Data Scientist,"Piscataway, NJHiring Surge21d",NaN,4.3,Scalable Systems
793,Data Scientist,"Saint Louis, MO",$72K - $116K ,4.3,Nestle Purina PetCare Company
794,Data Scientist,"Arlington, VA",$68K - $114K ,3.9,Grant Thornton
795,Data Scientist,RemoteEasy Apply5d,NaN,2.8,Syntellis Performance Solutions
796,Data Scientist,"Norfolk, VA",$134K - $164K ,4.2,ManTech International Corporation
797,Data Scientist,"Fairfax, VA",$76K - $142K ,3.6,Trident Systems Inc
798,Data Scientist,"Denver, CO",$69K - $118K ,3.6,Wunderman Thompson
799,Data Scientist,Remote24h,NaN,4.7,International WELL Building Institute
800,Data Scientist,"Dallas, TX",$122K - $137K ,4.5,Tiger Analytics
801,Data Scientist,"Madison, WI",$60K - $110K ,NaN,"The Cadmus Group, Inc."
802,Data Scientist,RemoteEasy Apply5d,NaN,5,LifeBell AI
803,Data Scientist,"New York, NY",$96K - $174K ,3.4,"comScore, Inc."
804,Data Scientist,Remote4d,NaN,3.5,Q2ebanking
805,Data Scientist,"Suitland, MD",$75K - $144K ,5,"WhirlWind Technologies, LLC"
806,Data Scientist,"New Haven, CT",$39K - $81K ,3.4,Cogstate
807,Data Scientist,"Washington, DC",$86K - $174K ,3.6,"Foxhole Technology, Inc."
808,Data Scientist,VirginiaEasy Apply13d,NaN,4.2,"Interos, Inc."
809,Data Scientist,"Kearny, NJ",$74K - $130K ,4,Oishii
810,Data Scientist,Remote5d,NaN,4.2,AlphaSights
811,Data Scientist,"Herndon, VA",$80K - $121K ,NaN,Cognowiz Solutions
812,Artificial Intelligence/Machine Learning Data Scientist,United States30d+,NaN,3.8,Mitre Corporation
813,Data Review Scientist,"Newark, DE.css-1831hoy{color:#ea7600;text-align:right;line-height:20px !important;}.css-jcbnij{color:#ea7600;text-align:right;line-height:20px !important;font-size:12px !important;font-weight:bold !important;}Hiring Surge24h",NaN,3.4,Charles River Laboratories
814,Jr. Data Engineer - (Hire and Train),"Tampa, FL5d",NaN,3.7,Cognizant Technology Solutions
815,Data Scientist,"Centennial, CONew1d",NaN,3.3,Arrow Electronics
816,Data Science Intern,Remote,$17 Per Hour,4.7,Noodle
817,Data Specialist,RemoteNew24h,NaN,4.6,Haptik
818,Data Scientist,Remote,$75K - $120K ,NaN,ForMotiv
819,Data Scientist,"Chevy Chase, MD30d+",NaN,3.5,GEICO
820,Machine Learning Data Scientist,"San Francisco, CA5d",NaN,4.9,Oura
821,Computational Biologist / Data Scientist,"Cambridge, MATop Company14d",NaN,4.2,Novartis
822,Data Scientist,"New York, NYNew24h",NaN,3.7,AllianceBernstein
823,Staff Data Scientist,"East Boston, MA30d+",NaN,3.6,"Alteryx, Inc."
824,"Data Scientist, LTV - HBO Max","Bunker Hill Towers, CA30d+",NaN,3.7,HBO Max
825,Biological Data Scientist,"Richland, WA24h",NaN,4.2,Pacific Northwest National Laboratory
826,Venmo Risk Data Scientist,"Chicago, ILTop Company24h",NaN,4.1,PayPal
827,Data Scientist 1,"Timonium, MDTop Company4d",NaN,4.1,PayPal
828,"Associate Data Scientist I, II, or III","Salt Lake City, UT30d+",NaN,3.7,"BioFire Diagnostics, LLC."
829,Senior Data Scientist,"Austin, TX24h",NaN,4.5,Bumble
830,Data Scientist,"San Francisco, CA",$250K - $450K ,4.7,Blue Owl
831,Data Engineer,"Jersey City, NJNew1d",NaN,3.7,Cognizant Technology Solutions
832,Hire and Train Data Scientist/ Engineer,"San Francisco, CA19d",NaN,3.7,Cognizant Technology Solutions
833,Data Scientist - Remote Nationwide,"San Antonio, TX2d",NaN,3.6,UnitedHealth Group
834,Machine Learning Engineer,"Mountain View, CA28d",NaN,3.9,TikTok
835,Data Scientist - Entry Level,"Livermore, CATop Company12d",NaN,4.6,Lawrence Livermore National Laboratory
836,Data Scientist - Entry Level,"Sacramento, CA30d+",NaN,NaN,Numerdox
837,Sr. Data Scientist,Remote,$150K - $165K ,4,Innovar Group
838,Data Scientist,Remote,$63 - $82 Per Hour,4.4,ids
839,Data Scientist,"Austin, TX19d",NaN,4.3,YETI Coolers
840,Data Scientist,Remote5d,NaN,2.8,U.Group
841,Data Scientist,"Charlottesville, VA",$76K - $131K ,4.3,The Rector & Visitors of the University of Virginia
842,Data Scientist,"Alexandria, VA.css-65p68w{line-height:20px !important;}.css-r3emcz{background:transparent;color:#505863;font-size:12px;font-weight:700;line-height:20px;padding:0;}Easy Apply20d",NaN,4.4,"Latitude, Inc."
843,Data Scientist,"Lorton, VA",$50K - $86K ,4.3,Noblis
844,Data Scientist,"Houston, TX",$69K - $134K ,3.4,Just Energy
845,Data Scientist,"Austin, TX",$98K - $122K ,3.6,Oxford Global Resources
846,Data Scientist,Remote5d,NaN,2.8,U.Group
847,Data Scientist,"McLean, VA",$72K - $140K ,3.8,Mitre Corporation
848,Data Scientist,"Tampa, FL",$53K - $91K ,4,VMD Corp
849,Data Scientist,"Los Angeles, CA",$79K - $147K ,3,Gannett
850,RN-Nurse Scientist,"Saint Louis, MO",$53K - $84K ,3.6,SSM Health
851,Data Scientist,"Chantilly, VA",$89K - $126K ,3.9,NT Concepts
852,Data Scientist,"Alexandria, VA",$58K - $79K ,3.9,VTG
853,Data Scientist,"Columbia, MD",$78K - $142K ,4.2,Booz Allen Hamilton
854,Data Scientist,"Annapolis Junction, MD",$66K - $124K ,4.8,BrainTrust Holdings
855,Data Scientist,"Austin, TX",$92K - $149K ,4,eBay
856,Data Scientist,"Estero, FL",$50K - $90K ,3,Hertz
857,Data Scientist,"Bethesda, MD",$122K - $127K ,4,Swain Techs
858,Data Scientist,"Boston, MA",$56K - $99K ,4,Massachusetts General Hospital(MGH)
859,Data Scientist,"Hanover, MD",$64K - $115K ,3.9,Jacobs
860,Data Scientist,"Long Island City, NY",$80K - $138K ,2.9,Altice
861,Data Scientist,United States6d,NaN,3.3,ConcertAI
862,"Data Scientist, Global Business Operations (Remote)","San Francisco, CA",$121K - $164K ,4.2,Splunk
863,Data Scientist,"Philadelphia, PA",$49K - $85K ,3.4,goPuff
864,Data Scientist,"Washington, DC",$62K - $105K ,3.6,ICF
865,Senior Data Scientist,RemoteNewEasy Apply24h,NaN,3.2,Grindr
866,Data Scientist,"San Francisco, CANewEasy Apply3d",NaN,NaN,The Beans
867,Data Scientist,"Dallas, TX",$67K - $119K ,3.8,Havas
868,Data Scientist,"Chicago, IL",$69K - $125K ,3.5,McDonald's Corporate
869,Senior Data Scientist,"New York, NYHotEasy Apply12d",NaN,4.8,Venturi Group
